,a,1,啊,ā,interjection of surprise; Ah!; Oh!
l,iao,2,聊,liáo,to chat
l,iao,3,了,liǎo,to finish
l,iao,4,料,liào,to expect
q,iao,1,敲,qiāo,to hit; to strike
q,iao,2,桥,qiáo,bridge
q,iao,3,悄,qiǎo,quiet; sad
q,iao,4,壳,qiào,shell
j,iao,1,教,jiāo,to teach
j,iao,2,嚼,jiáo,to chew
j,iao,3,脚,jiǎo,foot
j,iao,4,叫,jiào,to shout
x,iao,1,消,xiāo,to disappear
x,iao,2,崤,xiáo,name of a mountain in Henan
x,iao,3,小,xiǎo,small
x,iao,4,笑,xiào,laugh; smile
,ie,1,掖,yē,to tuck (into a pocket
,ie,2,爷,yé,grandpa
,ie,3,也,yě,also
,ie,4,夜,yè,night
b,ie,1,憋,biē,to choke
b,ie,2,䏟,bié,big; large
b,ie,3,瘪,biě,deflated; shriveled
b,ie,4,䌘,biè,to knit
p,ie,1,撇,piē,to cast away
p,ie,3,撇,piě,to throw
m,ie,1,乜,miē,to squint
m,ie,4,灭,miè,to extinguish or put out
d,ie,1,褺,diē,"dirty, ragged"
d,ie,2,咥,dié,gnaw; bite
t,ie,1,贴,tiē,to stick; to paste
t,ie,2,䩞,tié,trappings
t,ie,3,铁,tiě,iron (metal)
t,ie,4,呫,tiè,to mutter
n,ie,1,捏,niē,to pinch
n,ie,2,苶,nié,weary; tired
n,ie,4,聂,niè,to whisper
l,ie,1,咧,liē,to cry
l,ie,3,䟩,liě,hard of walk forward
l,ie,4,劣,liè,inferior
q,ie,1,切,qiē,to cut; to slice
q,ie,2,茄,qié,eggplant
q,ie,3,且,qiě,and; moreover
q,ie,4,帹,qiè,man's headband
j,ie,1,接,jiē,to receive
j,ie,2,节,jié,festival
j,ie,3,解,jiě,to divide; to break up
j,ie,4,借,jiè,to lend
x,ie,1,歇,xiē,to rest
x,ie,2,鞋,xié,shoe
x,ie,3,写,xiě,to write
x,ie,4,谢,xiè,to thank; to apologize
,in,1,阴,yīn,cloudy
,in,2,银,yín,silver
,in,3,引,yǐn,to draw
,in,4,印,yìn,to print
b,in,1,傧,bīn,best man
b,in,3,䐔,bǐn,muscle of the calf (of the leg)
b,in,4,摈,bìn,to reject
p,in,1,拼,pīn,to piece together
p,in,2,贫,pín,poor
p,in,3,品,pǐn,product
p,in,4,聘,pìn,to engage
m,in,2,旻,mín,heaven
m,in,3,刡,mǐn,to scrape; to pare
n,in,2,您,nín,you
l,in,1,拎,līn,to lift; to carry in one's hand
l,in,2,淋,lín,to sprinkle
l,in,3,僯,lǐn,ashamed
l,in,4,淋,lìn,to filter
q,in,1,亲,qīn,parent
q,in,2,勤,qín,diligent
q,in,3,昑,qǐn,bright
q,in,4,㤈,qìn,sad; sorrowful
j,in,1,金,jīn,gold
j,in,3,仅,jǐn,barely
j,in,4,进,jìn,to go forward
x,in,1,心,xīn,heart
x,in,2,镡,xín,guard (on a sword handle)
x,in,3,伈,xǐn,nervous; fearful
x,in,4,信,xìn,letter; mail
,ing,1,应,yīng,to agree (to do something)
,ing,2,赢,yíng,to beat; to win
,ing,3,颖,yǐng,head of grain
,ing,4,硬,yìng,hard
b,ing,1,兵,bīng,soldiers
b,ing,3,饼,bǐng,cookie
b,ing,4,病,bìng,illness
p,ing,1,娉,pīng,graceful
p,ing,2,瓶,píng,bottle
p,ing,4,䀻,pìng,to look
m,ing,2,名,míng,name
m,ing,3,酩,mǐng,intoxicated
m,ing,4,命,mìng,life; fate
d,ing,1,钉,dīng,nail
d,ing,3,顶,dǐng,most
d,ing,4,碇,dìng,anchor
t,ing,1,听,tīng,to obey
t,ing,2,停,tíng,to stop
t,ing,3,艇,tǐng,vessel; small ship
t,ing,4,听,tìng,to allow
n,ing,2,宁,níng,peaceful
n,ing,3,拧,nǐng,to disagree
n,ing,4,拧,nìng,stubborn
l,ing,1,昤,līng,sunshine
l,ing,2,零,líng,zero
l,ing,3,领,lǐng,neck
l,ing,4,另,lìng,other; another
q,ing,1,青,qīng,green
q,ing,2,情,qíng,feeling
q,ing,3,廎,qǐng,room
q,ing,4,庆,qìng,to celebrate
j,ing,1,晶,jīng,crystal
j,ing,3,儆,jǐng,to warn
j,ing,4,静,jìng,still; calm
x,ing,1,星,xīng,star
x,ing,2,型,xíng,type
x,ing,3,醒,xǐng,to be awake
x,ing,4,姓,xìng,family name; surname
,iong,1,雍,yōng,harmony
,iong,2,喁,yóng,breathing (of fish)
,iong,3,勇,yǒng,brave
,iong,4,用,yòng,to employ
q,iong,1,銎,qiōng,eye of an axe
q,iong,2,嬛,qióng,alone
j,iong,1,坰,jiōng,environs
j,iong,3,澃,jiǒng,clear
x,iong,1,胸,xiōng,chest
x,iong,2,雄,xióng,male
x,iong,4,诇,xiòng,to spy
,iou,1,优,yōu,excellent
,iou,2,油,yóu,oil
,iou,3,有,yǒu,to have
,iou,4,右,yòu,right (-hand)
m,iou,4,缪,miù,error
d,iou,1,丢,diū,to lose
n,iou,1,妞,niū,girl
n,iou,2,牛,niú,ox
n,iou,3,扭,niǔ,to turn
n,iou,4,䋴,niù,silk fabrics with mixed colors
l,iou,1,溜,liū,to slip away
l,iou,2,流,liú,to flow
l,iou,3,柳,liǔ,willow
l,iou,4,六,liù,six
q,iou,1,揪,jiū,to seize
q,iou,2,球,qiú,ball; sphere
q,iou,3,糗,qiǔ,dry rations (for a journey)
q,iou,4,䟬,qiù,to walk
j,iou,1,揫,jiū,to gather
j,iou,3,九,jiǔ,nine
j,iou,4,就,jiù,at once
x,iou,1,修,xiū,to decorate
x,iou,3,宿,xiǔ,night
x,iou,4,岫,xiù,cave
,o,1,喔,ō,I see
b,o,1,剥,bō,to peel
b,o,2,帛,bó,silk
b,o,3,簸,bǒ,to winnow
b,o,4,播,bò ,to sow
p,o,1,泼,pō,to splash
p,o,2,婆,pó,grandmother
p,o,3,尀,pǒ,cannot
p,o,4,破,pò,broken
m,o,1,摸,mō,to feel with the hand
m,o,2,磨,mó,to rub
m,o,3,抹,mǒ,to smear;
m,o,4,末,mò,final stage
d,ong,1,东,dōng,east
d,ong,3,懂,dǒng,to understand
d,ong,4,冻,dòng,to freeze
t,ong,1,通,tōng,to go through
t,ong,2,同,tóng,like; same; similar
t,ong,3,桶,tǒng,bucket
t,ong,4,恸,tòng,grief
n,ong,2,浓,nóng,concentrated
n,ong,3,䵜,nǒng,to plough and sow
n,ong,4,弄,nòng,to do; to manage
l,ong,1,隆,lōng,sound of drums
l,ong,2,龙,lóng,dragon
l,ong,3,儱,lǒng,rude
l,ong,4,弄,lòng,lane; alley
g,ong,1,供,gōng,to provide
g,ong,3,巩,gǒng,secure; solid
g,ong,4,共,gòng,common
k,ong,1,空,kōng,empty
k,ong,3,孔,kǒng,hole
k,ong,4,鞚,kòng,bridle
h,ong,1,烘,hōng,to bake
h,ong,2,红,hóng,red; popular
h,ong,3,唝,hǒng,sing
h,ong,4,蕻,hòng,budding
z,ong,1,宗,zōng,school
z,ong,3,偬,zǒng,busy
z,ong,4,从,zòng,second cousin
s,ong,1,松,sōng,loose
s,ong,2,㞞,sóng,weak and incompetent
s,ong,3,悚,sǒng,frightened
s,ong,4,送,sòng,to deliver
c,ong,1,葱,cōng,green onion
c,ong,2,悰,cóng,joy
zh,ong,1,中,zhōng,China
zh,ong,3,种,zhǒng,seed
zh,ong,4,种,zhòng,to plant
ch,ong,1,冲,chōng,thoroughfare
ch,ong,2,重,chóng,to repeat
ch,ong,3,宠,chǒng,to love
ch,ong,4,冲,chòng,powerful
r,ong,2,容,róng,to hold
r,ong,3,冗,rǒng,extraneous
,ou ,1,殴,ōu,to hit somebody
,ou ,3,偶,ǒu,accidental
,ou ,4,怄,òu,to annoy
p,ou ,1,剖,pōu,to analyze
p,ou ,2,垺,póu,extremely large
p,ou ,3,掊,pǒu,break up
m,ou ,1,哞,mōu,moo (sound made by cow)
m,ou ,2,谋,móu,to plan
m,ou ,3,某,mǒu,some; a certain
f,ou ,2,紑,fóu,bright; glossy (of silk)
f,ou ,3,否,fǒu,to negate
d,ou ,1,兜,dōu,pocket
d,ou ,3,抖,dǒu,to tremble
d,ou ,4,斗,dòu,to fight
t,ou ,1,偷,tōu,to steal
t,ou ,2,投,tóu,to cast
t,ou ,3,黈,tǒu,a yellow color
t,ou ,4,䟝,tòu,to walk right into
l,ou ,1,搂,lōu,to draw towards oneself
l,ou ,2,偻,lóu,hunchback
l,ou ,3,搂,lǒu,to hug
l,ou ,4,露,lòu,to show
g,ou ,1,钩,gōu,to hook
g,ou ,3,狗,gǒu,dog
g,ou ,4,购,gòu,to buy; to purchase
k,ou ,1,抠,kōu,to dig out
k,ou ,3,口,kǒu,mouth
k,ou ,4,叩,kòu,to knock
h,ou ,1,齁,hōu,to snore
h,ou ,2,猴,hóu,monkey
h,ou ,3,吼,hǒu,to roar; to howl
h,ou ,4,后,hòu,back
z,ou ,1,緅,zōu,purple silk
z,ou ,3,走,zǒu,to walk
z,ou ,4,奏,zòu,to play music
s,ou ,1,搜,sōu,to search
s,ou ,3,叟,sǒu,old gentleman
s,ou ,4,嗽,sòu,cough
c,ou ,2,𧡣,cóu,to look at something unhappily
c,ou ,4,辏,còu,to converge
zh,ou ,1,周,zhōu,week
zh,ou ,2,轴,zhóu,axis
zh,ou ,3,帚,zhǒu,broom
zh,ou ,4,咒,zhòu,magic spell
sh,ou ,1,收,shōu,to accept
sh,ou ,2,熟,shóu,cooked (of food)
sh,ou ,3,手,shǒu,hand
sh,ou ,4,售,shòu,to sell
ch,ou ,1,瘳,chōu,to recover
ch,ou ,2,愁,chóu,to worry about
ch,ou ,3,丑,chǒu,shameful
ch,ou ,4,臭,chòu,stench; smelly
r,ou ,2,柔,róu,soft; flexible
r,ou ,4,肉,ròu,meat
,u,1,屋,wū,house; room
,u,2,无,wú,not to have;
,u,3,五,wǔ,five
,u,4,雾,wù,fog; mist
b,u,1,钸,bū,metal plate
b,u,2,醭,bú,mold on liquids
b,u,3,捕,bǔ,to catch
b,u,4,不,bù,(negative prefix); not; no
p,u,1,铺,pū,to spread
p,u,2,仆,pú,servant
p,u,3,谱,pǔ,chart; list; table
p,u,4,瀑,pù,waterfall
m,u,2,模,mú,mold
m,u,3,姥,mǔ,old woman
m,u,4,木,mù,tree; wood
f,u,1,夫,fū,husband
f,u,2,扶,fú,to support with the hand;
f,u,3,俯,fǔ,to look down
f,u,4,付,fù,to pay
d,u,1,都,dū,capital city
d,u,2,读,dú,to read
d,u,3,肚,dǔ,tripe
d,u,4,渡,dù,to cross
t,u,1,秃,tū,bald
t,u,2,图,tú,diagram
t,u,3,土,tǔ,earth
t,u,4,兔,tù,rabbit
n,u,2,奴,nú,slave
n,u,3,砮,nǔ,flint
n,u,4,怒,nù,anger
l,u,1,噜,lū,grumble
l,u,2,庐,lú,hut
l,u,3,掳,lǔ,to capture
l,u,4,路,lù,road;
g,u,1,辜,gū,crime
g,u,2,䜼,gú,kind of bean
g,u,3,古,gǔ,ancient
g,u,4,雇,gù,to employ
k,u,1,哭,kū,to cry
k,u,3,苦,kǔ,bitter
k,u,4,䔯,kù,salted
h,u,1,呼,hū,to call
h,u,2,湖,hú,lake
h,u,3,虎,hǔ,tiger
h,u,4,护,hù,to protect
z,u,1,租,zū,to hire
z,u,2,足,zú,foot
z,u,3,组,zǔ,to form
s,u,1,㢝,sū,cottage
s,u,2,俗,sú,custom
s,u,4,粟,sù,grain
c,u,1,粗,cū,remote
c,u,2,徂,cú,to go; to reach
c,u,3,皻,cǔ,chapped skin
c,u,4,蔟,cù,collect
zh,u,1,朱,zhū,vermilion
zh,u,2,竹,zhú,bamboo
zh,u,3,煮,zhǔ,to cook; to boil
zh,u,4,祝,zhù,to wish
sh,u,1,书,shū,book
sh,u,2,叔,shú ,uncle
sh,u,3,数,shǔ,to count
sh,u,4,数,shù,number
ch,u,1,出,chū,to go out
ch,u,2,厨,chú,kitchen
ch,u,3,楚,chǔ,distinct
ch,u,4,处,chù,place
r,u,2,如,rú,as; as if; such as
r,u,3,乳,rǔ,milk
r,u,4,入,rù,to enter
,ua,1,挖,wā,to dig
,ua,2,娃,wá,baby; doll
,ua,3,邷,wǎ,to grab
,ua,4,袜,wà,socks
g,ua,1,嘎,gā,cackling sound
g,ua,2,钆,gá,gadolinium (chemistry)
g,ua,3,尕,gǎ,little (dialect)
g,ua,4,尕,gǎ,little (dialect)
k,ua,1,咖,kā,grade
k,ua,3,咯,kǎ,to cough up
k,ua,4,髂,kà,ilium
h,ua,1,哈,hā,to adore
h,ua,2,蛤,há,frog; toad
h,ua,3,哈,hǎ,a pug
zh,ua,1,扎,zhā,to prick
zh,ua,2,霅,zhá,rain
zh,ua,3,眨,zhǎ,to blink
zh,ua,4,奓,zhà,to open
sh,ua,1,杀,shā,to kill
sh,ua,3,傻,shǎ,foolish
sh,ua,4,箑,shà,fan
,uai,1,䴜,wāi,salt
,uai,3,崴,wǎi,to sprain (one's ankle)
,uai,4,外,wài,outside
g,uai,1,该,gāi,should
g,uai,3,改,gǎi,to change
g,uai,4,盖,gài,lid; top
k,uai,1,开,kāi,to open
k,uai,3,剀,kǎi,carefully
k,uai,4,愒,kài,to desire
h,uai,1,咳,hāi,sound of sighing
h,uai,2,孩,hái,child
h,uai,3,海,hǎi,ocean
h,uai,4,餀,hài,tainted food
zh,uai,1,摘,zhāi,to borrow
zh,uai,2,择,zhái,to select;
zh,uai,3,窄,zhǎi,narrow
zh,uai,4,债,zhài,debt
sh,uai,1,筛,shāi,to filter
sh,uai,3,色,shǎi,dice
sh,uai,4,𧜁,shài,to make smaller
ch,uai,1,拆,chāi,to tear down
ch,uai,2,侪,chái,a class
ch,uai,3,茝,chǎi,aromatic plant
ch,uai,4,瘥,chài,to recover from disease
,uan,1,弯,wān,to bend
,uan,2,完,wán,to finish
,uan,3,晚,wǎn,evening
,uan,4,万,wàn,ten thousand
d,uan,1,端,duān,item
d,uan,3,短,duǎn,short
d,uan,4,段,duàn,paragraph
t,uan,1,湍,tuān,to rush (of water)
t,uan,2,团,tuán,round
t,uan,3,疃,tuǎn,village
n,uan,2,奻,nuán,to quarrel
n,uan,3,暖,nuǎn,warm
l,uan,2,孪,luán,twins
l,uan,3,卵,luǎn,egg
l,uan,4,乱,luàn,in confusion or disorder
g,uan,1,官,guān,government official
g,uan,3,馆,guǎn,building
g,uan,4,灌,guàn,to irrigate
k,uan,1,宽,kuān,wide
k,uan,3,款,kuǎn,section
h,uan,1,欢,huān,happy
h,uan,2,环,huán,ring
h,uan,3,缓,huǎn,slow
h,uan,4,换,huàn,to exchange
z,uan,1,躜,zuān,to jump
z,uan,3,纂,zuǎn,to compile
z,uan,4,赚,zuàn,to cheat
s,uan,1,酸,suān,sour
s,uan,3,篹,suǎn,ancient bamboo basket for food
s,uan,4,蒜,suàn,garlic
c,uan,1,汆,cuān,to boil for a short time
c,uan,2,攒,cuán,to bring together
c,uan,4,窜,cuàn,to flee
zh,uan,1,砖,zhuān,brick
zh,uan,3,转,zhuǎn,to turn
zh,uan,4,传,zhuàn,biography
sh,uan,1,拴,shuān,to tie up
sh,uan,4,涮,shuàn,to rinse
ch,uan,1,穿,chuān,to wear
ch,uan,2,船,chuán,boat
ch,uan,3,喘,chuǎn,to gasp
ch,uan,4,钏,chuàn,armlet
r,uan,2,堧,ruán,adjoin
r,uan,3,朊,ruǎn,protein
,uang,1,尢,wāng,lame
,uang,2,亡,wáng,to be gone
,uang,3,往,wǎng,to go (in a direction)
,uang,4,忘,wàng,to forget
g,uang,1,光,guāng,light
g,uang,3,犷,guǎng,rough
g,uang,4,逛,guàng,to visit
k,uang,1,筐,kuāng,basket
k,uang,2,狂,kuáng,mad; wild
k,uang,3,爌,kuǎng,flame light
k,uang,4,矿,kuàng,ore; mine
h,uang,1,荒,huāng,desolate
h,uang,2,皇,huáng,emperor
h,uang,3,幌,huǎng,shop sign
h,uang,4,䁜,huàng,big eyes
zh,uang,1,装,zhuāng,adornment
zh,uang,3,奘,zhuǎng,fat
zh,uang,4,撞,zhuàng,to knock against
sh,uang,1,霜,shuāng,frost
sh,uang,3,塽,shuǎng,elevated prominent ground
sh,uang,4,㦼,shuàng,wooden piles used as a cable to make immovable of a boat
ch,uang,1,窗,chuāng,shutter
ch,uang,2,床,chuáng,bed
ch,uang,3,闯,chuǎng,to rush
ch,uang,4,创,chuàng,to begin
,uei,1,偎,wēi,to cuddle
,uei,2,为,wéi,as (in the capacity of)
,uei,3,尾,wěi,tail
,uei,4,位,wèi,position
d,uei,1,堆,duī,to pile up
d,uei,3,怼,duǐ,to publicly criticize
d,uei,4,对,duì,right; correct
t,uei,1,忒,tuī,very
t,uei,2,蹪,tuí,to stumble
t,uei,3,腿,tuǐ,leg
t,uei,4,退,tuì,to retreat
g,uei,1,归,guī,to return; to go back to
g,uei,3,鬼,guǐ,ghost
g,uei,4,贵,guì,expensive; noble
k,uei,1,悝,kuī,to laugh at
k,uei,2,戣,kuí,a lance
k,uei,3,傀,kuǐ,puppet
k,uei,4,喟,kuì,to sigh
h,uei,1,晖,huī,sunshine
h,uei,2,回,huí,to turn around
h,uei,3,毁,huǐ,to destroy
h,uei,4,会,huì,"can (i.e. have the skill, know how to)"
z,uei,1,厜,zuī,a mountain peak
z,uei,3,咀,zuǐ,a point or tip
z,uei,4,罪,zuì,guilt; crime
s,uei,1,虽,suī,although
s,uei,2,随,suí,to follow
s,uei,3,瀡,suǐ,slippery
s,uei,4,岁,suì,year
c,uei,1,催,cuī,to urge
c,uei,3,䊫,cuǐ,coarse rice
c,uei,4,脆,cuì,brittle
zh,uei,1,椎,zhuī,spine
zh,uei,2,,,
zh,uei,3,沝,zhuǐ,water
zh,uei,4,惴,zhuì,anxious; worried
sh,uei,2,谁,shuí,who
sh,uei,3,水,shuǐ,water; river
sh,uei,4,睡,shuì,to sleep
ch,uei,1,吹,chuī,to blow
ch,uei,2,椎,chuí,a hammer
ch,uei,3,㷃,chuǐ,long-burning fire
ch,uei,4,龡,chuì,to blow (a flute)
r,uei,2,緌,ruí,strings of cap
r,uei,3,繠,ruǐ,dangle
r,uei,4,汭,ruì,river-bend
,uen,1,温,wēn,warm
,uen,2,闻,wén,to hear; news
,uen,3,稳,wěn,settled; steady; stable
,uen,4,问,wèn,to ask; to inquire
d,uen,1,墩,dūn,block
d,uen,3,盹,dǔn,nap
d,uen,4,庉,dùn,a village
t,uen,1,旽,tūn,morning sun
t,uen,2,屯,tún,to station (soldiers)
t,uen,3,氽,tǔn,to float
t,uen,4,㧷,tùn,to wipe tears
l,uen,1,抡,lūn,to fling (money)
l,uen,2,伦,lún,human relationship
l,uen,4,论,lùn,opinion
g,uen,3,磙,gǔn,roller
g,uen,4,棍,gùn,stick;
k,uen,1,焜,kūn,brilliant
k,uen,3,稛,kǔn,full
k,uen,4,困,kùn,sleepy; tired
h,uen,1,婚,hūn,to marry
h,uen,2,混,hún,confused
h,uen,4,诨,hùn,nickname
z,uen,1,尊,zūn,senior
z,uen,3,噂,zǔn,talk together
z,uen,4,俊,zùn,cool; neat
s,uen,1,孙,sūn,grandson
s,uen,3,损,sǔn,to decrease
c,uen,1,皴,cūn,chapped; cracked
c,uen,2,存,cún,to exist
c,uen,3,忖,cǔn,to ponder
c,uen,4,寸,cùn,a unit of length; inch
zh,uen,1,窀,zhūn,to bury
zh,uen,3,准,zhǔn,to allow; to grant
sh,uen,3,楯,shǔn,draw forth
sh,uen,4,瞬,shùn,to wink
ch,uen,1,春,chūn,spring
ch,uen,2,纯,chún,pure; simple
ch,uen,3,㖺,chǔn,to blow; to breath
r,uen,2,犉,rún,ox
r,uen,4,䏰,rùn,kind of insects
,uo,1,窝,wō,nest
,uo,3,我,wǒ,I; me; my
,uo,4,卧,wò,to lie
d,uo,1,多,duō,many; much
d,uo,2,夺,duó,to seize
d,uo,3,朵,duǒ,flower
d,uo,4,惰,duò,lazy
t,uo,1,脱,tuō,to shed
t,uo,2,媠,tuó,beautiful
t,uo,3,妥,tuǒ,suitable
t,uo,4,跅,tuò,careless
n,uo,2,挪,nuó,to shift; to move
n,uo,3,㡅,nuǒ,storage room
n,uo,4,糯,nuò,glutinous rice; sticky rice
l,uo,1,捋,luō,to hold something long
l,uo,2,锣,luó,gong
l,uo,3,㩡,luǒ,shake
l,uo,4,骆,luò,camel
g,uo,1,锅,guō,pot; pan
g,uo,2,国,guó,country
g,uo,3,果,guǒ,result
g,uo,4,过,guò,to cross; to go over
k,uo,4,阔,kuò,rich; wide
h,uo,1,豁,huō,opening
h,uo,2,活,huó,to live; alive
h,uo,3,火,huǒ,fire
h,uo,4,或,huò,maybe; perhaps
z,uo,1,作,zuō,worker
z,uo,2,昨,zuó,yesterday
z,uo,3,㝾,zuǒ,can not walk normally
z,uo,4,坐,zuò,to sit; to take a seat
s,uo,1,傞,suō,uneven
s,uo,3,所,suǒ,actually; place
s,uo,4,䐝,suò,heavy fat of animals or plants
c,uo,1,磋,cuō,deliberate
c,uo,2,瘥,cuó,disease
c,uo,3,脞,cuǒ,chopped meat
c,uo,4,错,cuò,mistake
zh,uo,1,桌,zhuō,table; desk
zh,uo,2,啄,zhuó,to peck
zh,uo,4,㧳,zhuò,to mix; to blend
sh,uo,1,说,shuō,to speak
sh,uo,4,数,shuò,frequently
ch,uo,1,踔,chuō,to get ahead
ch,uo,4,婥,chuò,weak
r,uo,2,捼,ruó,to rub; to crumple
r,uo,4,若,ruò,to seem
,ü,1,纡,yū,winding
,ü,2,鱼,yú,fish
,ü,3,与,yǔ,and; to give; together with
,ü,4,遇,yù,to treat
n,ü,3,女,nǚ,female
n,ü,4,㵖,nǜ,damp
l,ü,2,驴,lǘ,donkey
l,ü,3,旅,lǚ,trip; travel
l,ü,4,绿,lǜ,green
q,ü,1,区,qū,area; region
q,ü,2,懅,qú,bashful
q,ü,3,取,qǔ,to take; to get
q,ü,4,觑,qù,to spy; watch for
j,ü,1,居,jū,to reside
j,ü,2,局,jú,office
j,ü,3,举,jǔ,to lift; to hold up
j,ü,4,句,jù,sentence
x,ü,1,需,xū,to require
x,ü,2,徐,xú,slowly
x,ü,3,许,xǔ,to allow
x,ü,4,续,xù,to continue
,üan,1,冤,yuān,injustice
,üan,2,元,yuán,currency unit
,üan,3,远,yuǎn,far; distant; remote
,üan,4,愿,yuàn,to hope; to wish
q,üan,1,棬,quān,bowl
q,üan,2,全,quán,all; whole; entire
q,üan,3,甽,quǎn,drain between fields
q,üan,4,劝,quàn,to advise
j,üan,1,涓,juān,brook
j,üan,3,呟,juǎn,to mutter
j,üan,4,卷,juàn,scroll
x,üan,1,喧,xuān,clamor
x,üan,2,旋,xuán,to revolve
x,üan,3,咺,xuǎn,glorious
x,üan,4,眩,xuàn,dazzling
,üe,1,约,yuē,to make an appointment
,üe,3,哕,yuě,to hiccup
,üe,4,月,yuè,moon; month
n,üe,4,疟,nüè,malaria
l,üe,4,略,lüè,plan; strategy
q,üe,1,缺,quē,scarce
q,üe,2,瘸,qué,lame
q,üe,4,却,què,but
j,üe,1,撅,juē,to protrude
j,üe,2,决,jué,to determine
j,üe,3,䞵,juě,to jump
j,üe,4,倔,juè,surly
x,üe,1,靴,xuē,boots
x,üe,2,学,xué,to learn
x,üe,3,雪,xuě,snow
x,üe,4,血,xuè,blood
,ün,1,晕,yūn,dizzy
,ün,2,云,yún,cloud
,ün,3,允,yǔn,just; fair
,ün,4,运,yùn,to move; to transport
q,ün,1,踆,qūn,squat
q,ün,2,群,qún,group
j,ün,1,均,jūn,equal
j,ün,4,俊,jùn,smart
x,ün,1,熏,xūn,to smoke
x,ün,2,寻,xún,to look for
x,ün,4,训,xùn,to teach